248,03/26/2017,Season,2017,Spring,Royal Blue,Purple,0,0
249,03/26/2017,Season,2017,Spring,Charcoal,Hot Pink,0,0
250,03/26/2017,Season,2017,Spring,Cardinal,Forest Green,0,0
251,04/02/2017,Season,2017,Spring,Purple,Charcoal,0,0
252,04/02/2017,Season,2017,Spring,Forest Green,Royal Blue,0,0
253,04/02/2017,Season,2017,Spring,Hot Pink,Cardinal,0,0
254,04/09/2017,Season,2017,Spring,Purple,Hot Pink,0,0
255,04/09/2017,Season,2017,Spring,Cardinal,Royal Blue,0,0
256,04/09/2017,Season,2017,Spring,Forest Green,Charcoal,0,0
257,04/23/2017,Season,2017,Spring,Charcoal,Royal Blue,0,0
258,04/23/2017,Season,2017,Spring,Hot Pink,Forest Green,0,0
259,04/23/2017,Season,2017,Spring,Cardinal,Purple,0,0
260,04/30/2017,Season,2017,Spring,Forest Green,Purple,0,0
261,04/30/2017,Season,2017,Spring,Cardinal,Charcoal,0,0
262,04/30/2017,Season,2017,Spring,Royal Blue,Hot Pink,0,0